id,city,area,property_type,bedrooms,bathrooms,nightly_price_usd,review_score,occupancy_rate,distance_to_beach_km,distance_to_airport_km,num_reviews,amenities,annual_revenue_usd,property_price_usd,roi_pct,investment_score,latitude,longitude
DXB0479,Dubai,Dubai Marina,Penthouse,3,4,958,3.9,0.67,3.9,11.6,183,Kitchen|Sea View|WiFi|AC|Gym|Balcony,168681,2324156,7.26,81,24.9286,55.385
DXB0480,Dubai,JBR,Penthouse,2,3,922,4.26,0.67,2.5,8.6,5,Parking|Gym|Doorman|WiFi|Sea View|Washer|AC|Kitchen,162342,2292607,7.08,84,25.2602,55.3103
DXB0481,Dubai,Deira,Penthouse,1,1,379,3.84,0.67,3.3,24.7,273,Washer|WiFi|Doorman|Sea View|Pool|AC|Kitchen|Balcony,66733,749383,8.91,89,25.2827,55.2373
DXB0482,Dubai,Silicon Oasis,Townhouse,1,2,213,3.88,0.65,1.0,33.2,342,Washer|Balcony|Doorman|Pool|Kitchen|AC,36385,470203,7.74,85,25.0971,54.9461
DXB0483,Dubai,JVC,Apartment,1,1,143,4.46,0.64,6.7,23.4,55,WiFi|Gym|Sea View|Kitchen,24051,329018,7.31,85,24.9241,55.0532
DXB0484,Dubai,Dubai Marina,Townhouse,3,4,463,4.23,0.64,5.4,7.1,11,Kitchen|AC|Pool|Parking|Gym|Doorman|Sea View,77873,1019599,7.64,85,24.9372,55.0091
DXB0485,Dubai,Downtown Dubai,Penthouse,0,1,610,4.79,0.47,3.4,31.4,193,Washer|Kitchen|Balcony|Sea View,75345,848066,8.88,93,25.0342,55.0388
DXB0486,Dubai,Dubai Marina,Townhouse,2,3,450,4.68,0.9,1.8,33.0,270,Gym|AC|Doorman|Sea View,106434,1484561,7.17,92,25.2499,55.2812
DXB0487,Dubai,JVC,Apartment,1,2,156,4.28,0.8,4.3,17.9,387,WiFi|Doorman|Kitchen|AC|Washer|Gym|Sea View,32797,431785,7.6,89,25.1389,55.3947
DXB0488,Dubai,JVC,Townhouse,2,3,268,4.8,0.7,6.8,16.4,263,Balcony|Gym|Parking|Doorman|Kitchen|AC|WiFi,49301,603562,8.17,94,25.249,55.0507
DXB0489,Dubai,JBR,Villa,4,5,927,4.38,0.69,2.5,14.8,376,Washer|Doorman|Kitchen|Balcony|Parking|WiFi|AC,168095,2147230,7.83,89,24.7236,55.0632
DXB0490,Dubai,JBR,Townhouse,1,2,298,4.97,0.9,3.2,15.4,376,WiFi|Balcony|AC|Parking|Doorman|Washer|Sea View|Pool,70483,941398,7.49,96,25.1027,55.3833
DXB0491,Dubai,Dubai Marina,Studio,4,3,272,4.28,0.82,2.2,5.8,400,Parking|AC|Pool|Doorman|Gym|Washer|Balcony|Sea View,58615,840466,6.97,86,25.0621,55.2957
DXB0492,Dubai,Business Bay,Townhouse,4,5,549,3.94,0.89,1.5,11.7,140,Doorman|Parking|Gym|Pool|WiFi|Kitchen|Sea View|Balcony,128407,1664196,7.72,89,24.8843,55.2279
DXB0493,Dubai,JBR,Townhouse,1,1,341,3.99,0.53,3.4,31.9,375,AC|Gym|Balcony|Doorman|Kitchen|Pool,47496,639525,7.43,80,24.7505,55.1359
DXB0494,Dubai,JBR,Penthouse,1,1,616,3.82,0.76,4.9,12.0,399,Gym|AC|Pool|Washer|Kitchen|WiFi|Sea View|Balcony,123032,1382427,8.9,91,24.7142,55.401
DXB0495,Dubai,JBR,Studio,3,3,224,3.96,0.56,7.0,17.6,161,WiFi|Pool|Balcony|Kitchen,32966,464796,7.09,79,24.7304,54.9236
DXB0496,Dubai,Deira,Apartment,2,3,138,4.27,0.46,4.7,28.6,299,Parking|Washer|WiFi|Gym|Pool|Sea View|AC|Doorman,16683,177964,9.37,91,24.8839,54.9242
DXB0497,Dubai,Deira,Apartment,1,1,115,4.28,0.91,4.4,26.3,297,Balcony|Parking|Kitchen|Sea View|Pool|WiFi,27502,320595,8.58,96,24.8629,55.4425
DXB0498,Dubai,Dubai Marina,Townhouse,3,3,505,4.46,0.47,3.5,29.2,362,Balcony|Kitchen|Doorman|Sea View,62376,857443,7.27,82,24.8346,55.0356
DXB0499,Dubai,Palm Jumeirah,Villa,3,4,1265,4.92,0.49,3.7,31.1,381,Sea View|Balcony|WiFi|AC|Kitchen,162897,1936919,8.41,92,24.7501,55.0267
DXB0500,Dubai,Deira,Villa,1,1,303,3.86,0.68,3.6,16.8,221,Balcony|Washer|Gym|Pool|Kitchen|WiFi,54147,643212,8.42,87,25.018,54.9968
DXB0501,Dubai,JBR,Studio,1,1,143,4.77,0.81,1.3,13.0,416,Doorman|Pool|AC|Gym|Parking|Sea View,30440,340462,8.94,100,24.9166,55.1451
DXB0502,Dubai,Silicon Oasis,Townhouse,1,1,211,3.87,0.47,3.2,10.8,392,WiFi|Doorman|Washer|Gym,26062,345044,7.55,79,25.0849,55.0559
DXB0503,Dubai,JVC,Apartment,0,1,134,4.87,0.59,1.9,12.2,246,Parking|AC|Pool|Doorman|Washer|Sea View|Balcony|Gym,20777,252802,8.22,93,25.1034,55.3956
DXB0504,Dubai,Dubai Marina,Studio,1,2,158,4.79,0.64,1.3,15.8,362,WiFi|Doorman|AC|Sea View|Kitchen|Balcony|Gym|Parking,26574,355887,7.47,90,25.1028,55.0624
DXB0505,Dubai,Dubai Marina,Penthouse,4,5,1049,4.99,0.52,7.9,28.8,243,Pool|AC|Parking|Doorman|Sea View|Gym|Washer|Balcony,143352,2048471,7.0,86,25.0957,55.2467
DXB0506,Dubai,Dubai Marina,Apartment,3,4,350,4.15,0.67,5.0,17.8,123,Washer|Gym|Pool|Parking|Doorman|WiFi,61627,749814,8.22,88,24.8982,55.2385
DXB0507,Dubai,Dubai Hills,Townhouse,0,1,265,4.04,0.89,5.5,21.7,292,Doorman|Kitchen|Gym|Sea View|Balcony|AC|WiFi,61981,849900,7.29,87,25.1677,54.9097
DXB0508,Dubai,Dubai Marina,Apartment,1,2,246,3.85,0.87,7.9,11.3,182,Washer|Sea View|Balcony|Doorman|Gym|Pool,56244,659616,8.53,91,25.1592,55.0518
DXB0509,Dubai,JBR,Studio,2,1,186,3.92,0.51,7.8,30.4,82,AC|Pool|Doorman|WiFi|Kitchen|Sea View|Parking|Washer,24929,327864,7.6,80,24.8946,55.3059
DXB0510,Dubai,JBR,Penthouse,1,1,720,4.52,0.77,4.6,13.3,164,Kitchen|WiFi|Balcony|Gym|AC|Sea View|Doorman,145696,1782443,8.17,93,25.1611,55.0358
DXB0511,Dubai,DIFC,Studio,3,4,267,4.08,0.74,6.0,6.8,163,WiFi|Parking|Doorman|Balcony|Gym,51924,594279,8.74,91,24.7786,55.2636
DXB0512,Dubai,Deira,Villa,3,2,435,3.85,0.8,2.8,32.9,79,Parking|Washer|Gym|AC|Balcony|Pool|Sea View|WiFi,91454,1135811,8.05,88,24.8992,55.1792
DXB0513,Dubai,Dubai Marina,Studio,3,3,179,3.9,0.57,0.3,17.8,72,Sea View|AC|Parking|Balcony|Gym|Pool,26813,348372,7.7,88,25.0289,55.0048
DXB0514,Dubai,Palm Jumeirah,Apartment,4,5,496,4.6,0.9,0.5,22.3,188,Doorman|WiFi|Kitchen|Gym|Washer|Pool,117314,1638166,7.16,95,25.0384,55.2002
DXB0515,Dubai,JVC,Penthouse,1,2,435,3.91,0.73,2.8,17.2,88,Sea View|Washer|Parking|Balcony|WiFi|Kitchen|AC|Pool,83452,1173732,7.11,82,24.786,55.3288
DXB0516,Dubai,Downtown Dubai,Villa,0,1,478,4.43,0.78,7.2,25.3,348,AC|Balcony|WiFi|Washer,97982,1332136,7.36,88,25.1078,55.4676
DXB0517,Dubai,Downtown Dubai,Villa,0,1,479,3.8,0.58,1.8,24.0,212,Doorman|Sea View|Washer|Balcony|WiFi|Gym|Kitchen,73011,956946,7.63,81,25.0561,54.9097
DXB0518,Dubai,Dubai Marina,Townhouse,3,4,561,4.19,0.76,4.5,9.0,238,Balcony|Kitchen|Pool|AC|Sea View|WiFi,112047,1334507,8.4,91,24.7567,55.3989
DXB0519,Dubai,Dubai Marina,Villa,4,5,1013,4.58,0.5,3.3,28.4,154,Pool|Kitchen|Balcony|AC|Washer|Doorman|Gym,133108,1778126,7.49,85,24.7709,54.9
DXB0520,Dubai,Silicon Oasis,Penthouse,2,2,511,4.23,0.57,0.2,30.5,242,Parking|Balcony|AC|Sea View|Pool|Kitchen|Gym,76546,968393,7.9,95,25.2746,55.2394
DXB0521,Dubai,Silicon Oasis,Apartment,4,3,193,3.9,0.71,3.1,16.7,170,Doorman|Kitchen|Parking|WiFi|Balcony,36011,464605,7.75,85,24.8442,54.957
DXB0522,Dubai,Silicon Oasis,Apartment,1,1,113,3.92,0.53,7.9,21.0,63,WiFi|Sea View|Gym|Parking|Balcony|Kitchen|Pool|Doorman,15739,193438,8.14,83,25.2242,55.4973
DXB0523,Dubai,Silicon Oasis,Studio,0,1,66,4.77,0.6,2.5,25.2,176,Kitchen|Parking|Balcony|AC|WiFi|Pool|Gym,10407,126290,8.24,92,25.1093,55.0891
DXB0524,Dubai,DIFC,Villa,1,1,601,4.56,0.51,4.7,26.0,398,Pool|Balcony|AC|Parking|Washer,80551,1065314,7.56,85,25.1521,55.4237
DXB0525,Dubai,Silicon Oasis,Studio,1,1,80,4.68,0.74,1.6,13.5,259,WiFi|Pool|AC|Kitchen|Doorman,15558,166803,9.33,100,24.9658,55.2703
DXB0526,Dubai,Silicon Oasis,Townhouse,0,1,177,4.04,0.51,7.7,19.4,312,WiFi|Doorman|Sea View|Kitchen|Balcony|Washer|Pool,23723,261669,9.07,88,25.0513,55.2248
DXB0527,Dubai,DIFC,Apartment,1,2,236,3.87,0.5,4.7,12.0,33,Doorman|Kitchen|WiFi|Pool|Gym|Washer,31010,392782,7.89,81,25.0827,55.392
DXB0528,Dubai,JBR,Apartment,1,1,181,4.4,0.77,2.1,23.4,87,Doorman|AC|Washer|Pool|Balcony|Sea View|WiFi|Kitchen,36626,431423,8.49,94,25.2388,55.386
DXB0529,Dubai,Business Bay,Townhouse,4,5,533,4.68,0.62,5.2,10.7,199,Parking|Sea View|Washer|Pool|Balcony|Doorman|AC|Gym,86845,1074549,8.08,91,25.121,55.2339
DXB0530,Dubai,JVC,Penthouse,4,3,766,4.89,0.46,2.6,28.0,274,Sea View|Parking|Gym|Washer|Kitchen|Balcony,92600,1003627,9.23,95,25.1213,55.0988
DXB0531,Dubai,Dubai Hills,Townhouse,1,2,316,4.28,0.81,3.7,33.0,327,Doorman|Pool|Gym|AC|Washer,67266,818698,8.22,92,24.8505,54.9723
DXB0532,Dubai,Deira,Apartment,3,4,161,4.96,0.63,0.6,20.2,319,AC|Balcony|Washer|Parking|Doorman|Sea View|Kitchen|Pool,26656,317137,8.41,98,24.7972,55.2949
DXB0533,Dubai,DIFC,Penthouse,4,5,1655,4.34,0.62,3.3,31.5,65,Sea View|Parking|WiFi|Washer|Kitchen|Gym|Pool,269659,2981565,9.04,93,24.9489,55.1324
DXB0534,Dubai,Dubai Marina,Penthouse,0,1,629,4.33,0.75,0.6,33.2,184,Doorman|Balcony|Kitchen|Pool|Parking,123976,1695553,7.31,90,25.0893,55.4727
DXB0535,Dubai,Deira,Villa,0,1,201,4.37,0.73,4.7,15.1,264,AC|Doorman|Gym|Parking|Balcony,38561,467764,8.24,91,24.7761,55.135
DXB0536,Dubai,Deira,Studio,0,1,54,4.68,0.55,0.6,22.9,174,Washer|Balcony|Pool|Kitchen|Gym|Doorman,7805,99095,7.88,91,25.2231,55.2462
DXB0537,Dubai,JBR,Penthouse,3,2,935,4.76,0.7,0.7,32.2,176,Sea View|Parking|Doorman|Balcony|AC,172003,2192512,7.85,94,24.9378,55.0778
DXB0538,Dubai,Silicon Oasis,Penthouse,0,1,286,3.98,0.65,4.8,33.2,414,Doorman|Washer|Pool|Gym|AC|Parking,48855,533854,9.15,91,25.1531,55.252
DXB0539,Dubai,JBR,Apartment,1,1,231,3.9,0.67,5.1,28.5,315,Washer|Balcony|Parking|AC,40674,558554,7.28,81,24.8662,55.4645
DXB0540,Dubai,Dubai Hills,Villa,4,3,639,4.85,0.91,1.5,6.2,126,Washer|Pool|AC|WiFi|Kitchen|Balcony,152816,2037457,7.5,96,24.9433,55.2098
DXB0541,Dubai,JBR,Penthouse,2,1,860,4.92,0.77,3.9,33.5,264,AC|Parking|Gym|Kitchen|Pool|Sea View|Washer|Doorman,174026,2377418,7.32,92,24.7132,55.4895
DXB0542,Dubai,Dubai Marina,Penthouse,4,3,1051,4.78,0.58,1.1,24.3,78,Washer|Sea View|AC|Balcony|Parking,160198,1966344,8.15,92,24.9286,54.9327
DXB0543,Dubai,JVC,Townhouse,1,1,257,4.88,0.63,1.8,6.5,164,Sea View|Balcony|Gym|Pool,42550,522712,8.14,93,25.1923,55.3958
DXB0544,Dubai,Dubai Marina,Townhouse,0,1,308,4.22,0.83,4.5,23.9,169,Pool|Gym|AC|Doorman|Sea View|Parking|Kitchen,67182,921888,7.29,87,25.1706,55.2591
DXB0545,Dubai,Downtown Dubai,Villa,2,2,745,4.95,0.7,4.9,23.8,12,Washer|Sea View|Gym|Parking|Kitchen|Doorman|Balcony|Pool,137050,1569473,8.73,98,25.043,55.0109
DXB0546,Dubai,DIFC,Townhouse,4,3,625,4.53,0.81,4.2,25.0,365,Kitchen|Washer|Doorman|Parking|Gym,133043,1526721,8.71,96,24.7481,55.1651
DXB0547,Dubai,Business Bay,Townhouse,1,1,292,4.02,0.55,3.2,16.9,71,AC|Washer|Sea View|Pool,42206,456534,9.24,90,25.007,55.19
DXB0548,Dubai,Dubai Marina,Penthouse,0,1,579,4.81,0.52,4.1,7.1,320,Pool|Gym|Balcony|WiFi|Kitchen|AC|Sea View,79124,859101,9.21,95,25.0443,55.2396
DXB0549,Dubai,JBR,Studio,2,1,187,4.47,0.9,0.5,6.3,163,Gym|Sea View|Parking|Pool|Washer|WiFi|Balcony|Doorman,44229,486189,9.1,100,24.8112,55.2248
DXB0550,Dubai,Silicon Oasis,Penthouse,1,1,417,3.85,0.89,6.8,7.3,363,Doorman|AC|Washer|WiFi|Gym,97533,1144774,8.52,91,24.8019,54.9762
DXB0551,Dubai,JBR,Studio,3,3,174,4.42,0.57,2.9,25.5,250,Gym|Sea View|Doorman|Parking,26065,373659,6.98,82,25.2694,54.9855
DXB0552,Dubai,Silicon Oasis,Villa,2,2,347,4.47,0.49,0.1,24.3,337,Doorman|Parking|Gym|WiFi|Washer|Pool|Kitchen|Balcony,44684,587109,7.61,100,24.9465,55.1938
DXB0553,Dubai,JVC,Studio,4,4,156,3.83,0.61,1.5,33.7,251,Doorman|Balcony|WiFi|AC|Gym|Kitchen|Washer,25008,274940,9.1,90,25.0596,55.3372
DXB0554,Dubai,Dubai Hills,Apartment,2,1,204,4.27,0.56,0.9,28.9,347,Balcony|Doorman|Washer|AC|Sea View|Gym|Kitchen|Parking,30022,339140,8.85,92,25.1065,55.2282
DXB0555,Dubai,JVC,Townhouse,3,2,347,4.91,0.48,2.3,28.5,212,Doorman|Sea View|Washer|AC|Pool|WiFi|Gym|Balcony,43772,522518,8.38,92,25.2955,55.0444
DXB0556,Dubai,JVC,Townhouse,0,1,222,4.8,0.56,3.3,34.3,76,Balcony|Washer|Sea View|Kitchen|Doorman|Pool|AC|WiFi,32671,397321,8.22,91,24.8085,55.3795
DXB0557,Dubai,DIFC,Apartment,1,2,257,4.68,0.65,4.7,29.1,300,Sea View|Kitchen|AC|WiFi|Doorman,43901,603520,7.27,87,25.2199,54.9358
DXB0558,Dubai,Silicon Oasis,Villa,1,2,317,3.97,0.65,4.4,20.6,303,AC|Doorman|Balcony|Washer|Parking|Pool,54150,657125,8.24,86,25.2979,54.9811
DXB0559,Dubai,Dubai Marina,Townhouse,4,4,632,4.28,0.51,1.4,31.4,5,AC|Pool|Washer|Doorman|Kitchen,84706,1201535,7.05,81,25.2442,55.4949
DXB0560,Dubai,Deira,Studio,0,1,55,4.23,0.76,3.9,15.7,167,WiFi|Balcony|Kitchen|Washer,10985,133951,8.2,91,25.0563,55.2454
DXB0561,Dubai,Dubai Hills,Penthouse,3,3,755,4.37,0.71,4.6,27.3,218,WiFi|Parking|Sea View|Gym|Balcony|AC|Doorman|Washer,140874,1607781,8.76,93,24.7151,55.1129
DXB0562,Dubai,Palm Jumeirah,Studio,1,1,238,4.48,0.57,5.6,28.9,254,Gym|Pool|Parking|Washer,35651,454647,7.84,87,25.141,55.2661
DXB0563,Dubai,Dubai Hills,Villa,0,1,359,3.96,0.57,3.4,20.4,201,Sea View|Balcony|Parking|WiFi|AC|Kitchen|Washer,53777,692238,7.77,83,24.8729,54.9039
DXB0564,Dubai,JBR,Villa,1,1,524,4.14,0.8,0.3,33.2,300,Pool|Sea View|WiFi|Washer|AC|Parking|Kitchen|Balcony,110166,1412119,7.8,95,24.8046,55.183
DXB0565,Dubai,JBR,Apartment,0,1,147,4.55,0.71,3.3,31.9,243,Washer|Gym|Sea View|Doorman|Pool|Kitchen|Parking,27428,345049,7.95,91,24.8178,54.9135
DXB0566,Dubai,Deira,Apartment,4,5,200,4.49,0.87,4.8,17.9,329,WiFi|Sea View|Gym|Washer,45727,624773,7.32,90,25.1499,55.4478
DXB0567,Dubai,Deira,Townhouse,2,3,230,4.02,0.58,1.7,14.2,237,Washer|Kitchen|Pool|WiFi,35058,404945,8.66,88,25.0331,55.2528
DXB0568,Dubai,Deira,Penthouse,4,5,587,4.54,0.49,0.8,20.5,360,Balcony|Washer|AC|Parking|Gym|Pool,75589,851840,8.87,93,24.8284,55.07
DXB0569,Dubai,DIFC,Studio,4,4,279,4.77,0.46,5.2,29.0,154,Sea View|Parking|Pool|Washer,33728,442960,7.61,86,25.2597,54.9121
DXB0570,Dubai,DIFC,Apartment,2,2,290,4.86,0.67,4.6,25.4,406,Parking|Kitchen|Gym|Balcony,51062,669492,7.63,91,25.259,55.4982
DXB0571,Dubai,Business Bay,Studio,1,2,139,4.14,0.86,0.5,31.9,94,AC|Doorman|Pool|Washer|Sea View|Kitchen,31415,361007,8.7,98,24.8537,55.0324
DXB0572,Dubai,DIFC,Villa,3,3,842,4.83,0.69,5.4,27.7,21,AC|WiFi|Sea View|Gym|Doorman,152682,1759126,8.68,96,25.156,55.0876
DXB0573,Dubai,JBR,Apartment,1,2,204,4.05,0.91,5.2,14.1,230,Sea View|Balcony|Kitchen|Gym|Washer,48786,689324,7.08,86,25.1691,55.3595
DXB0574,Dubai,Palm Jumeirah,Villa,4,5,1396,4.96,0.63,1.1,26.9,209,Pool|AC|Gym|Doorman|Sea View|WiFi,231127,3037912,7.61,92,25.045,55.0241
DXB0575,Dubai,Silicon Oasis,Studio,3,4,112,4.17,0.65,5.2,12.0,152,WiFi|Balcony|Kitchen|Doorman|Parking|Gym|Sea View|Pool,19132,256743,7.45,84,24.9432,55.0615
DXB0576,Dubai,Silicon Oasis,Penthouse,2,3,437,4.74,0.88,3.0,31.9,226,Gym|Kitchen|Washer|Balcony,101062,1358505,7.44,93,25.2077,55.0097
DXB0577,Dubai,DIFC,Studio,2,2,246,4.25,0.61,0.6,8.3,380,Gym|AC|Balcony|WiFi|Washer|Doorman,39436,490905,8.03,90,24.8491,55.0902
DXB0578,Dubai,DIFC,Villa,4,4,1180,4.85,0.59,6.9,27.9,39,Washer|Kitchen|Pool|Doorman|Sea View,182961,2532110,7.23,87,24.788,55.3142
DXB0579,Dubai,Dubai Marina,Penthouse,0,1,680,4.62,0.61,4.1,20.3,150,Sea View|Washer|WiFi|Kitchen,109009,1422183,7.66,88,24.772,55.0872
DXB0580,Dubai,Business Bay,Villa,0,1,425,4.83,0.51,7.6,24.9,314,Gym|Pool|WiFi|AC|Washer|Kitchen|Balcony|Sea View,56962,675460,8.43,91,25.1511,55.3872
DXB0581,Dubai,Palm Jumeirah,Penthouse,4,3,1995,4.18,0.85,1.1,27.3,343,Parking|AC|Kitchen|WiFi,445643,5913194,7.54,90,25.1066,55.0514
DXB0582,Dubai,JVC,Penthouse,2,2,667,4.0,0.48,5.8,30.5,203,AC|Parking|Gym|Kitchen|Pool|WiFi,84138,1043987,8.06,82,24.93,55.001
DXB0583,Dubai,JBR,Apartment,2,2,277,4.46,0.54,5.8,23.1,206,Sea View|Gym|Doorman|Kitchen|AC,39310,493013,7.97,87,24.9765,55.3972
DXB0584,Dubai,Palm Jumeirah,Penthouse,0,1,967,4.65,0.5,6.7,25.9,42,Balcony|WiFi|Gym|Kitchen|Washer|Parking|Pool|Doorman,127064,1669786,7.61,86,24.9178,55.4276
DXB0585,Dubai,JVC,Townhouse,2,2,320,3.94,0.64,7.1,33.8,345,Sea View|Parking|Pool|Doorman,53821,581374,9.26,91,25.1075,55.2788
DXB0586,Dubai,Dubai Hills,Studio,1,2,112,4.1,0.89,2.5,16.8,377,Balcony|Pool|Sea View|WiFi|Doorman|Washer,26196,354514,7.39,88,24.7836,54.9064
DXB0587,Dubai,JVC,Townhouse,1,1,253,4.97,0.62,2.9,20.6,33,Sea View|Gym|Washer|Parking|Doorman|Balcony|WiFi,41223,491186,8.39,95,24.9644,55.4279
DXB0588,Dubai,JVC,Studio,4,4,160,4.41,0.52,7.9,7.2,288,Sea View|AC|WiFi|Gym,21865,252812,8.65,89,25.0979,55.2572
DXB0589,Dubai,Dubai Marina,Penthouse,1,1,731,4.31,0.82,1.6,24.5,76,Gym|Washer|Sea View|Pool|Kitchen|WiFi|Doorman,157528,2158283,7.3,89,24.9514,55.1748
DXB0590,Dubai,Dubai Marina,Villa,0,1,417,4.7,0.69,2.6,34.9,420,WiFi|Sea View|Balcony|Pool|AC|Parking|Doorman|Washer,75615,972423,7.78,91,24.9612,55.4524
DXB0591,Dubai,Silicon Oasis,Apartment,0,1,92,3.87,0.55,3.4,5.0,113,Washer|Pool|Balcony|Kitchen,13298,152244,8.73,86,25.249,55.4063
DXB0592,Dubai,Deira,Penthouse,4,3,644,4.0,0.51,0.6,32.9,321,WiFi|Gym|Pool|Washer|Kitchen|Doorman|Sea View|Balcony,86314,1151438,7.5,83,24.9583,54.9715
DXB0593,Dubai,Dubai Marina,Villa,1,1,565,4.22,0.63,5.0,8.3,92,Pool|AC|Gym|WiFi|Kitchen,93544,1246024,7.51,84,24.7214,55.4966
DXB0594,Dubai,DIFC,Apartment,0,1,199,3.86,0.54,0.4,29.1,420,Doorman|WiFi|Gym|Balcony|Sea View|Kitchen|Parking,28240,341543,8.27,88,24.9047,55.1665
DXB0595,Dubai,Dubai Hills,Studio,0,1,101,4.41,0.85,6.9,28.3,37,Kitchen|Parking|Washer|Balcony|Gym|Pool|Sea View|WiFi,22561,240549,9.38,99,24.9764,55.4933
DXB0596,Dubai,JVC,Studio,1,1,99,4.98,0.8,2.1,34.8,302,Washer|Kitchen|Parking|WiFi|Gym,20814,263172,7.91,96,25.2145,54.9584
DXB0597,Dubai,Dubai Marina,Villa,0,1,478,4.21,0.45,3.3,29.6,50,Balcony|Parking|Pool|WiFi|Sea View|Washer|AC|Doorman,56528,650373,8.69,87,24.9024,55.3965
DXB0598,Dubai,DIFC,Studio,3,4,214,4.17,0.56,1.9,10.6,215,Parking|WiFi|Doorman|Washer|Sea View|AC|Kitchen,31494,342677,9.19,92,25.0333,55.0748
DXB0599,Dubai,Downtown Dubai,Villa,4,5,995,4.25,0.86,7.3,14.9,50,Doorman|Parking|Sea View|AC,224878,2805036,8.02,92,24.7641,55.472
DXB0600,Dubai,Business Bay,Studio,3,2,158,4.16,0.59,2.6,28.5,264,WiFi|Doorman|Gym|AC|Pool|Balcony|Parking|Kitchen,24498,275384,8.9,90,24.7735,55.2809
